alt,visi,cond
2100.47865878142,2.4193819088205473,vfr
1860.8936814754638,2.4191539827681154,ifr
1991.886668166685,1.7640040302010984,ifr
2033.628423604564,2.8004468323838685,vfr
2117.7278000583974,1.671834398470909,vfr
1875.8113792154857,1.8704691101922457,ifr
1939.526239185453,3.8479081557925383,vfr
1962.9932958740494,1.4220916588412091,ifr
1891.7207923537171,5.949633110087774,vfr
2094.291463870853,5.995653404239645,vfr
1864.0034301644935,2.5896388208629117,ifr
2052.7535372900925,4.0999862760871535,vfr
1819.4202551586122,1.6737360298948523,ifr
2140.880307880235,5.877670415522941,vfr
2040.5592082373992,4.950971565804176,vfr
2138.817475016596,1.6205553428952717,vfr
2150.6480239184352,1.626033830584273,vfr
2030.4054454419138,1.5515318617433618,vfr
2162.0604163086464,1.6295175982187708,vfr
1923.5753383835047,4.9018793626807895,vfr
1892.2958724505863,3.6522256127654917,vfr
2193.1033278274945,1.1745143628141552,vfr
1869.7038738985127,1.9428603484835445,ifr
1880.2519001607218,2.148042239442062,ifr
1985.6162586931182,1.959189851831272,ifr
2051.012757063328,5.177534433146164,vfr
2141.810161963109,1.316134508382225,vfr
1850.3881976492187,1.7359428165483304,ifr
1900.4778914978524,4.532402721060924,vfr
2059.1899667177854,5.831199258205521,vfr
1955.4815123697506,4.323935819416633,vfr
2079.405166456535,4.162943351363992,vfr
1916.8952137911538,2.1525024566974578,ifr
1826.4975269515967,1.190468916523062,ifr
2140.1711298895475,3.493531782770542,vfr
2151.2574463002234,4.195582841099635,vfr
1817.425859940308,2.149904709876424,ifr
2163.490652723633,5.324678173104805,vfr
2091.340725172097,2.385156816499716,vfr
1806.3677859062616,4.5746574691238635,vfr
1891.0888298900054,4.608529624819184,vfr
1967.5889814997608,3.7197024267983707,vfr
2172.318192785113,1.8445010257474737,vfr
2126.7963306014767,5.101272081011613,vfr
1992.387275709446,1.7375780911007506,ifr
1848.1657559830894,2.031432861610222,ifr
2154.9759558694805,1.389212477134223,vfr
2156.3163455363215,2.274171264171592,vfr
1961.2387978092172,1.0779859637063982,ifr
2161.512760831975,1.2090609535856647,vfr
2128.844635585964,1.0702659439857105,vfr
1918.4460837523673,1.5711327018026786,ifr
2023.7231036731532,2.68152116633001,vfr
2005.0380578581012,2.4376457730631307,vfr
2002.8503030300592,5.096483849083072,vfr
2004.2717365876697,5.792375281367926,vfr
2020.7156926896744,2.7529741298427117,vfr
1890.364336533952,1.7898194459290524,ifr
2188.4369438036097,2.7985785645034342,vfr
2043.9721553283214,1.540813529045225,vfr
2153.4420132108194,2.565642074544602,vfr
2134.730653916927,5.881102135136269,vfr
2039.7822669333718,4.8635501143186355,vfr
